iteration,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,k_factor,base_k_factor,max_k_factor,div_number,bonus_after_layoff,filter_num,challengers,MODEL_NAME,train_accuracy,test_accuracy,score2025,mae2025
31,58,0.002803193691640464,6,0.853696122886903,0.9925734992983882,0.06489041779847664,0.0002557389665611452,0.4735764847330367,,43,62,800,False,10000,False,best_final_xgb_model,0.668911922410523,0.668679392286716,0.6623376623376623,0.33766233766233766
32,360,0.007177809444108524,3,0.982154535552983,0.828489109612474,0.01342340521051985,0.1501579988746979,0.07263853253770444,,43,62,800,False,10000,False,best_final_xgb_model,0.6670152451839777,0.664394234514998,0.6587301587301587,0.3412698412698413
33,158,0.013057294620597801,5,0.9984980744637898,0.9568366698223013,0.05638735580101069,5.451093919599676,28.938475304491284,,43,62,800,False,10000,False,best_final_xgb_model,0.6717108028583438,0.6640046747175692,0.6637806637806638,0.3362193362193362
34,56,0.031372599016655914,9,0.9011136041832636,0.8349802872266197,0.027800097449173524,0.001377407336625876,0.017343222775329594,,43,62,800,False,10000,False,best_final_xgb_model,0.7233619372763715,0.6593299571484222,0.663059163059163,0.33694083694083693
35,161,0.04443487382338002,3,0.9334278102170986,0.9643488811982227,0.08973957069565322,7.958577204014081,17.717912502589574,,43,62,800,False,10000,False,best_final_xgb_model,0.6706240580690801,0.6725749902610051,0.6702741702741702,0.3297258297258297
36,430,0.006947926684458304,8,0.9682902655903517,0.9858355614752244,0.012707611525808992,0.0003616589239948798,0.6445780339396808,,43,62,800,False,10000,False,best_final_xgb_model,0.7067942053947651,0.666536813400857,0.6666666666666666,0.3333333333333333
37,315,0.005887175793684355,9,0.958832588691576,0.9467069515872394,0.18681904097726695,0.00020767241539925525,1.5415763095333574,,43,62,800,False,10000,False,best_final_xgb_model,0.7203887675698951,0.6606934164394235,0.6637806637806638,0.3362193362193362
38,110,0.03641887968321559,4,0.949862878219577,0.9255037042811548,0.01474692252449464,0.3927435757820521,31.133314416779836,,43,62,800,False,10000,False,best_final_xgb_model,0.6706958242344088,0.6795870666147253,0.665945165945166,0.33405483405483405
39,250,0.005584578208373879,7,0.9176489727485742,0.8439777427743259,0.012553619269803187,0.0013951751048233798,0.037422809103583726,,43,62,800,False,10000,False,best_final_xgb_model,0.6824142138016588,0.6702376314764317,0.665945165945166,0.33405483405483405
40,243,0.023647250921647486,5,0.9813505182036281,0.8334065518172887,0.014314464879077912,0.0014366313553671438,3.039646203110706,,43,62,800,False,10000,False,best_final_xgb_model,0.6794307917858498,0.6587456174522789,0.6652236652236653,0.3347763347763348
41,360,0.07107051828270838,3,0.8446177180037047,0.9179778608474777,0.27446924492679176,0.0001398138101091012,0.07694647918223171,,43,62,800,False,10000,False,best_final_xgb_model,0.6808558627830918,0.6651733541098559,0.6645021645021645,0.3354978354978355
42,365,0.0012602613112995213,7,0.8998297858968902,0.8877085974536694,0.5761334019794868,4.75313827805929,27.407736153811786,,43,62,800,False,10000,False,best_final_xgb_model,0.6776981515086273,0.6499805220101286,0.6645021645021645,0.3354978354978355
43,340,0.0027427078429334804,3,0.8910497371909638,0.9221755195516665,0.0376529618548462,0.0007901621405209876,3.237956329511136,,43,62,800,False,10000,False,best_final_xgb_model,0.6614687458349994,0.6673159329957148,0.658008658008658,0.341991341991342
44,262,0.037372071653029915,9,0.9208282097320135,0.9229665077801622,0.22526114037989126,0.00010051793897039842,37.967244131498695,,43,62,800,False,10000,False,best_final_xgb_model,0.75828130286347,0.6710167510712894,0.6616161616161617,0.3383838383838384
45,260,0.057903668959093386,5,0.859157884133474,0.8910749685656251,0.023059762654760996,0.0019029101806969254,22.51184396759041,,43,62,800,False,10000,False,best_final_xgb_model,0.6938557910169265,0.6601090767432801,0.6652236652236653,0.3347763347763348
46,128,0.013438947015881556,9,0.85849613055028,0.9779390830258937,0.7056794673729505,4.742060196934616,7.306052369316417,,43,62,800,False,10000,False,best_final_xgb_model,0.7044976881042455,0.6723802103622906,0.6652236652236653,0.3347763347763348
47,130,0.08510304640027636,9,0.8968698929072314,0.8864360277039443,0.5066406968244811,0.0003827645441336749,1.3615478453143288,,43,62,800,False,10000,False,best_final_xgb_model,0.8343534381119347,0.6495909622126996,0.663059163059163,0.33694083694083693
48,344,0.007177393637315872,5,0.9522716509166542,0.9028936915034889,0.01032391849381368,0.14192065610664667,2.5846440032566815,,43,62,800,False,10000,False,best_final_xgb_model,0.6718440828796687,0.6770549279314375,0.6608946608946609,0.33910533910533913
49,215,0.0024920526606924272,3,0.8850076277373439,0.9654285067949446,0.30177381174397966,0.0003461492896887097,0.011274611567104853,,43,62,800,False,10000,False,best_final_xgb_model,0.6609253734403674,0.6488118426178419,0.6623376623376623,0.33766233766233766
50,100,0.0015784221471025336,4,0.8685822488695354,0.9331548736131396,0.021578413957813538,6.459705812748041,0.03491069576777776,,43,62,800,False,10000,False,best_final_xgb_model,0.6605050287577277,0.6525126606934164,0.6572871572871573,0.3427128427128427
51,325,0.04515426855494879,4,0.9512258120066313,0.9032969183416657,0.060051256732217895,0.008116358899894715,1.032465117990075,,43,62,800,False,10000,False,best_final_xgb_model,0.6830498569802849,0.6673159329957148,0.6681096681096681,0.3318903318903319
52,343,0.05581967740149606,4,0.8332936768234529,0.9648039960610728,0.07146971379369157,0.037829508569987465,0.5745143060665054,,43,62,800,False,10000,False,best_final_xgb_model,0.6876018823239934,0.6721854304635762,0.6688311688311688,0.33116883116883117
53,64,0.004837006203621512,4,0.8233263664819909,0.8639235439604989,0.014245415491194277,0.009375408546035961,0.15133218097701573,,43,62,800,False,10000,False,best_final_xgb_model,0.6625042290775998,0.6688741721854304,0.6565656565656566,0.3434343434343434
54,235,0.05907963133920083,4,0.9863354860403317,0.9482477888690592,0.060274996942443905,0.019105561778077092,42.01336955982608,,43,62,800,False,10000,False,best_final_xgb_model,0.6793180163831903,0.6659524737047137,0.6666666666666666,0.3333333333333333
55,169,0.08377266417426489,5,0.9498483858658946,0.8112570129530644,0.13015029433903877,0.6971623576829428,1.8860864799906885,,43,62,800,False,10000,False,best_final_xgb_model,0.6960805421421176,0.6770549279314375,0.6681096681096681,0.3318903318903319
56,376,0.02095608539525859,5,0.8654586377618497,0.951447334632283,0.06962438422853695,0.01043126347450124,0.18260123943797993,,43,62,800,False,10000,False,best_final_xgb_model,0.6839520602015604,0.6749123490455785,0.6695526695526696,0.33044733044733043
57,410,0.08917882488126387,4,0.942392764087898,0.9954511667554431,0.03563430757811529,0.0002099195031510371,0.018517803001295057,,43,62,800,False,10000,False,best_final_xgb_model,0.7035852325736373,0.6608881963381379,0.658008658008658,0.341991341991342
58,431,0.008629153452572749,7,0.9570349331798248,0.9067038531761802,0.6268139045988084,0.14598858297752815,0.012313478903497497,,43,62,800,False,10000,False,best_final_xgb_model,0.6936302402116077,0.6723802103622906,0.665945165945166,0.33405483405483405
59,179,0.06637972158832549,3,0.9795314872841899,0.8845082787672586,0.021639650544431295,0.001355888153596386,0.757744727773185,,43,62,800,False,10000,False,best_final_xgb_model,0.6736177323942218,0.6714063108687184,0.6681096681096681,0.3318903318903319
60,295,0.07283302936196598,3,0.9547125741684322,0.9269018522465885,0.0403105571633481,0.00620297422536251,0.3475881488231336,,43,62,800,False,10000,False,best_final_xgb_model,0.6785695978019048,0.6675107128944293,0.6681096681096681,0.3318903318903319
61,392,0.008206603149251283,9,0.9132739061995844,0.9413073333181264,0.02607994160379534,0.00013886145736346093,2.2359108922223374,,43,62,800,False,10000,False,best_final_xgb_model,0.7329170895744267,0.6630307752239969,0.6681096681096681,0.3318903318903319
62,334,0.001634702991812559,8,0.9143649583920473,0.8346168553891085,0.05117827350936528,1.5331767065159898,1.484766318188964,,43,62,800,False,10000,False,best_final_xgb_model,0.6875506207773301,0.6714063108687184,0.663059163059163,0.33694083694083693
63,175,0.01211534743403755,4,0.8267512448738296,0.8483792148106037,0.025879527810842937,0.0012513943463999069,3.049010395882722,,43,62,800,False,10000,False,best_final_xgb_model,0.6680302238079128,0.6772497078301519,0.6616161616161617,0.3383838383838384
64,97,0.008112525353230232,7,0.9418863034831855,0.8229887946496447,0.17714242439032057,0.03390712504927827,0.6577858327870655,,43,62,800,False,10000,False,best_final_xgb_model,0.6791232225058694,0.6575769380599922,0.6587301587301587,0.3412698412698413
65,373,0.04216518565797803,6,0.9725701887528772,0.907559726703105,0.05538309240847783,0.11585139638017536,0.18509151306427746,,43,62,800,False,10000,False,best_final_xgb_model,0.7230543679963912,0.6628359953252825,0.6601731601731602,0.3398268398268398
66,290,0.0069697764959045175,8,0.8363602376357044,0.9102743000448703,0.01719667306338402,0.015275195322581663,1.112911231118194,,43,62,800,False,10000,False,best_final_xgb_model,0.6989511887552671,0.676860148032723,0.6688311688311688,0.33116883116883117
67,106,0.00754428662550014,7,0.9084461435760061,0.9074582394537135,0.1617388317463554,0.1624959585473307,0.10666788051036191,,43,62,800,False,10000,False,best_final_xgb_model,0.6799229026338183,0.6710167510712894,0.663059163059163,0.33694083694083693
68,64,0.03403344723250441,7,0.9570966243563372,0.8673821631200195,0.06864042714753574,0.029865773062994774,0.15675342752206345,,43,62,800,False,10000,False,best_final_xgb_model,0.6851925896308143,0.6782236073237242,0.6673881673881674,0.33261183261183264
69,404,0.0013883520197637653,6,0.9012645974157448,0.8490508074356641,0.07658348587845559,0.06305605748464453,0.06152211180801187,,43,62,800,False,10000,False,best_final_xgb_model,0.6711879350823773,0.6653681340085703,0.6551226551226551,0.3448773448773449
70,283,0.07185131161860157,9,0.8192064606370808,0.845254081976642,0.018278939656109883,0.7706163560160739,0.1520785473034849,,43,62,800,False,10000,False,best_final_xgb_model,0.9481745763233168,0.6638098948188547,0.6522366522366523,0.3477633477633478
71,196,0.014045534667687924,3,0.9492259934710365,0.861346343431773,0.5698655618029,0.0007691794300061305,1.9795167169674601,,43,62,800,False,10000,False,best_final_xgb_model,0.6672715529172947,0.6608881963381379,0.6572871572871573,0.3427128427128427
72,107,0.029078105025604487,8,0.9538212861076754,0.9297976712217205,0.010364483461849698,0.03311913093622571,2.4799728058258457,,43,62,800,False,10000,False,best_final_xgb_model,0.7063738607121254,0.6620568757304246,0.670995670995671,0.329004329004329
73,257,0.03728083864658107,9,0.9897520123959562,0.8339697781797988,0.011301618506774748,1.707454450699625,0.44352111851338943,,43,62,800,False,10000,False,best_final_xgb_model,0.8218456207260686,0.6799766264121543,0.6652236652236653,0.3347763347763348
74,205,0.007939818593115686,6,0.9163290886728209,0.822751284407686,0.07690171592223757,0.00012254960786308147,7.918211327309903,,43,62,800,False,10000,False,best_final_xgb_model,0.6746532156368222,0.6721854304635762,0.6616161616161617,0.3383838383838384
75,332,0.0031760184170602727,8,0.9115208202911381,0.8268804262455322,0.010812516287758594,0.06491667630298995,0.2595517909325854,,43,62,800,False,10000,False,best_final_xgb_model,0.6944299203395565,0.6564082586677055,0.665945165945166,0.33405483405483405
76,60,0.005939714740101365,7,0.8850800068970497,0.8805300741317729,0.2011745253553846,0.003480464953899812,0.3911059171236844,,43,62,800,False,10000,False,best_final_xgb_model,0.6767856959780191,0.6641994546162836,0.6594516594516594,0.34054834054834054
77,285,0.0013770515550145536,9,0.975497972157185,0.9044411513696435,0.10081659635653951,0.0006697222990299618,8.26056631454435,,43,62,800,False,10000,False,best_final_xgb_model,0.7012272014271215,0.6704324113751461,0.6587301587301587,0.3412698412698413
78,265,0.0045070941217476715,5,0.8429423664439428,0.8662689859900735,0.010094184309582588,0.0006561972398240703,0.581650917589461,,43,62,800,False,10000,False,best_final_xgb_model,0.6704600211197572,0.6552395792754188,0.6594516594516594,0.34054834054834054
79,355,0.05282689507453622,5,0.8758790724764351,0.8326953387270094,0.0818724584032184,0.00015448625752555016,0.06178102040593147,,43,62,800,False,10000,False,best_final_xgb_model,0.7054921621095152,0.669068952084145,0.6637806637806638,0.3362193362193362
80,353,0.049128860030419594,6,0.9226948207599251,0.8097944959264626,0.27013364767403886,0.0011781604521976343,2.4021685870720684,,43,62,800,False,10000,False,best_final_xgb_model,0.727667907196096,0.6721854304635762,0.6681096681096681,0.3318903318903319
81,96,0.002548763489255727,3,0.9454463288740967,0.8864816634488734,0.01880152965115906,0.1576242665477292,4.375672193185223,,43,62,800,False,10000,False,best_final_xgb_model,0.6571832805339403,0.6517335410985586,0.658008658008658,0.341991341991342
82,267,0.009187105664512765,7,0.8824193860605325,0.8499001904007203,0.5216311498894125,0.41415683330455766,1.1725402588850524,,43,62,800,False,10000,False,best_final_xgb_model,0.686535642153395,0.6636151149201402,0.6666666666666666,0.3333333333333333
83,109,0.0022290283210584182,7,0.8641652476992848,0.9188098686886002,0.17101164028599242,0.22522206669767245,11.094775503472961,,43,62,800,False,10000,False,best_final_xgb_model,0.6764268651513754,0.6616673159329958,0.6594516594516594,0.34054834054834054
84,60,0.015538754181887817,4,0.994361016102469,0.9362693816912322,0.025494883298838002,0.00015809229609549987,0.9662198710960865,,43,62,800,False,10000,False,best_final_xgb_model,0.665733706517393,0.6591351772497078,0.6558441558441559,0.34415584415584416
85,57,0.051046964313005413,9,0.8384557392404037,0.8264242946828516,0.22971145690168837,0.0021988551747752507,0.6403007996654642,,43,62,800,False,10000,False,best_final_xgb_model,0.731953372497155,0.664783794312427,0.658008658008658,0.341991341991342
86,143,0.001102823330010324,9,0.9270970406445999,0.9633180217959921,0.05835119906075395,0.012307092432826265,0.017783443910055246,,43,62,800,False,10000,False,best_final_xgb_model,0.7025600016403695,0.6548500194779898,0.6587301587301587,0.3412698412698413
87,228,0.0025448354025788943,4,0.8616645765873501,0.8537451661555651,0.020296365116350915,0.00278712868047012,7.685437857514825,,43,62,800,False,10000,False,best_final_xgb_model,0.663796020053517,0.6585508375535645,0.6572871572871573,0.3427128427128427
88,267,0.09035259966529836,4,0.9124714826428828,0.8275512743705294,0.17582222331067676,1.2178330707350489,13.965274933275467,,43,62,800,False,10000,False,best_final_xgb_model,0.6895600734065348,0.6782236073237242,0.6616161616161617,0.3383838383838384
89,152,0.04014828864199915,8,0.8010567018374379,0.9510179044339347,0.0425420204463519,0.00044584826250956643,0.11310333733960812,,43,62,800,False,10000,False,best_final_xgb_model,0.7398168937553183,0.6661472536034281,0.6746031746031746,0.3253968253968254
90,344,0.003309999539810267,5,0.8631355794836945,0.8603652143405135,0.6776680411866334,0.0008768146499548463,19.852563873457715,,43,62,800,False,10000,False,best_final_xgb_model,0.6697013502291391,0.6618620958317102,0.6637806637806638,0.3362193362193362
91,330,0.013413969051444373,8,0.8560909746856613,0.9551506294001688,0.020279852571488597,0.0001055916168979272,33.06354411900401,,43,62,800,False,10000,False,best_final_xgb_model,0.7014835091604383,0.6682898324892871,0.6673881673881674,0.33261183261183264
92,314,0.035474687646521175,9,0.8446344384238851,0.8301823520419273,0.01748549975801021,0.0005726503012332827,0.025480568671944398,,43,62,800,False,10000,False,best_final_xgb_model,0.8504188068362398,0.6585508375535645,0.6652236652236653,0.3347763347763348
93,91,0.004818473513197562,9,0.9281517282269265,0.9449100589796875,0.34353267947207244,0.0665731670408101,0.36573772475699107,,43,62,800,False,10000,False,best_final_xgb_model,0.7050000512615466,0.668679392286716,0.6637806637806638,0.3362193362193362
94,91,0.04184103883727665,7,0.9389895455259663,0.898308187627401,0.15661872550745548,0.00014769036079224102,1.8493642456969193,,43,62,800,False,10000,False,best_final_xgb_model,0.6932611570756313,0.6739384495520062,0.6666666666666666,0.3333333333333333
95,155,0.09249412278712832,8,0.946596274751029,0.8830797662712571,0.05161458679461418,0.034857866009298195,45.33088618889723,,43,62,800,False,10000,False,best_final_xgb_model,0.7504177816053066,0.6696532917802883,0.6637806637806638,0.3362193362193362
96,141,0.023860765917513498,9,0.9736834231914703,0.9351195312271772,0.1006971087097538,0.16361921800553353,2.9802166137906974,,43,62,800,False,10000,False,best_final_xgb_model,0.7334502096597258,0.6597195169458512,0.6616161616161617,0.3383838383838384
97,117,0.06406396616313788,8,0.9282767852503084,0.9728863084867877,0.319088978096734,0.0012936593414765753,1.1551496918176904,,43,62,800,False,10000,False,best_final_xgb_model,0.746245091706907,0.6753019088430074,0.6666666666666666,0.3333333333333333
98,95,0.008697484290173257,8,0.8515628291081256,0.977933530553071,0.42241541817302547,0.010162243515538818,0.020278511055882516,,43,62,800,False,10000,False,best_final_xgb_model,0.6909236305477809,0.6729645500584339,0.6601731601731602,0.3398268398268398
99,411,0.05560578689030764,7,0.8515781279467024,0.9984881747898349,0.1033675040410427,0.001440799439087324,19.11095044686751,,43,62,800,False,10000,False,best_final_xgb_model,0.7762638534329858,0.6571873782625633,0.6587301587301587,0.3412698412698413
100,63,0.0010928711235827073,3,0.8256387388037173,0.8896352604238096,0.1450279230309821,0.300512673741329,1.6490200300302889,,43,62,800,False,10000,False,best_final_xgb_model,0.656496375808651,0.6532917802882743,0.6587301587301587,0.3412698412698413
101,397,0.017331037690434446,9,0.82462629513041,0.9329372151869373,0.024139297982659742,0.08322144924262076,0.0425495486256293,,43,62,800,False,10000,False,best_final_xgb_model,0.7949333087277909,0.6772497078301519,0.6717171717171717,0.3282828282828283
102,175,0.0888642544136697,3,0.9461509791776705,0.9656471321039227,0.09430824461514924,0.1568314372354781,14.985281399164226,,43,62,800,False,10000,False,best_final_xgb_model,0.6756066804047611,0.6622516556291391,0.6717171717171717,0.3282828282828283
103,149,0.008179701615061315,9,0.8405128038879975,0.9474176579660161,0.015732506836491283,4.20740803806349,0.152412195160035,,43,62,800,False,10000,False,best_final_xgb_model,0.7096443473892494,0.6659524737047137,0.665945165945166,0.33405483405483405
104,50,0.010876010202272338,7,0.9158321176431031,0.8542370031669656,0.018555764867004738,0.09362219912477719,0.048874515340330334,,43,62,800,False,10000,False,best_final_xgb_model,0.6784363177805801,0.6630307752239969,0.6616161616161617,0.3383838383838384
105,412,0.020826256301355043,6,0.8202436109393971,0.8435962868555451,0.024290633993118146,0.033583945231180176,7.407711155483791,,43,62,800,False,10000,False,best_final_xgb_model,0.6969109791980643,0.6630307752239969,0.6652236652236653,0.3347763347763348
106,434,0.004519141336669682,9,0.9854528345342624,0.9387833144280422,0.3788528750759359,0.09838732657374508,0.6592041147526986,,43,62,800,False,10000,False,best_final_xgb_model,0.7235567311536923,0.6741332294507207,0.6608946608946609,0.33910533910533913
107,360,0.03103149459693929,9,0.8202334416432718,0.8547106462216586,0.03545543312263282,0.06864583591786926,0.1592749469088181,,43,62,800,False,10000,False,best_final_xgb_model,0.8503880499082418,0.6747175691468641,0.6637806637806638,0.3362193362193362
108,412,0.03061235646874228,7,0.955020152440901,0.8046916841319246,0.02369314632887437,0.0002566129156160796,0.019011770178434546,,43,62,800,False,10000,False,best_final_xgb_model,0.7458555039522653,0.664394234514998,0.6666666666666666,0.3333333333333333
109,243,0.01799513608582116,9,0.831229397759816,0.923338316590417,0.21070626288845587,0.00032428910852582473,41.9622250075915,,43,62,800,False,10000,False,best_final_xgb_model,0.7146064651062651,0.6754966887417219,0.665945165945166,0.33405483405483405
110,109,0.02226654114136109,9,0.9994973829323484,0.8581505698723877,0.011569464031654614,0.24919410762493396,27.543651172374034,,43,62,800,False,10000,False,best_final_xgb_model,0.7092240027066097,0.6571873782625633,0.6688311688311688,0.33116883116883117
111,51,0.024817211636294648,4,0.8765173233141419,0.9240175491422594,0.08653549875214667,0.0017733936458831632,0.015805554482424378,,43,62,800,False,10000,False,best_final_xgb_model,0.6669639836373144,0.6612777561355668,0.6587301587301587,0.3412698412698413
112,399,0.002273630163035212,8,0.902077656745563,0.9526222964232592,0.18279324453081405,0.13174823386241097,0.05204251721294371,,43,62,800,False,10000,False,best_final_xgb_model,0.6914875075610781,0.668679392286716,0.6666666666666666,0.3333333333333333
113,357,0.005045500746123346,7,0.9088803502827,0.8399176913657274,0.03673276657249326,0.0040885791793750376,0.36475584664364025,,43,62,800,False,10000,False,best_final_xgb_model,0.6848235064948379,0.6657576938059993,0.6623376623376623,0.33766233766233766
114,380,0.0024591987092273423,8,0.9392437003939799,0.826773693491761,0.59706030480654,0.04737153285849394,11.011644083420128,,43,62,800,False,10000,False,best_final_xgb_model,0.6897958765211863,0.6640046747175692,0.6645021645021645,0.3354978354978355
115,111,0.07018023301567751,4,0.8234328704288916,0.8828094992689697,0.011468516671564103,0.06554143265625673,0.8530974761878193,,43,62,800,False,10000,False,best_final_xgb_model,0.676754939050021,0.6612777561355668,0.6695526695526696,0.33044733044733043
