tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2024-12-30_Canberra CH_2025-7393-353,Canberra CH,Hard,32,C,20241230,2025-7393-353,210319,,,Ethan Quinn,R,191.0,USA,20.8,105554,,,Daniel Evans,R,175.0,GBR,34.6,6-2 6-3,3,Q2,68.0,7.0,1.0,44.0,29.0,25.0,11.0,9.0,0.0,0.0,6.0,3.0,57.0,34.0,18.0,12.0,8.0,5.0,8.0,202.0,164.0
2024-12-30_Canberra CH_2025-7393-354,Canberra CH,Hard,32,C,20241230,2025-7393-354,200008,,,Alexis Galarneau,R,180.0,CAN,25.8,200587,,,Brandon Holt,R,185.0,USA,26.7,6-3 6-7(1) 6-3,3,Q2,139.0,7.0,1.0,95.0,60.0,44.0,21.0,16.0,3.0,5.0,8.0,1.0,100.0,67.0,47.0,15.0,14.0,5.0,9.0,205.0,198.0
2024-12-30_Canberra CH_2025-7393-355,Canberra CH,Hard,32,C,20241230,2025-7393-355,208389,,,James Trotter,R,183.0,JPN,25.4,208882,,,Roman Andres Burruchaga,R,183.0,ARG,22.9,6-1 6-4,3,Q2,70.0,7.0,3.0,50.0,27.0,23.0,12.0,9.0,3.0,4.0,1.0,3.0,45.0,27.0,17.0,7.0,8.0,4.0,8.0,193.0,156.0
2024-12-30_Canberra CH_2025-7393-356,Canberra CH,Hard,32,C,20241230,2025-7393-356,200273,,,Hady Habib,R,188.0,LIB,26.4,210399,,,Edward Winter,R,178.0,AUS,20.3,6-4 6-4,3,Q2,82.0,11.0,0.0,50.0,31.0,26.0,14.0,10.0,0.0,0.0,3.0,0.0,75.0,50.0,32.0,13.0,10.0,6.0,8.0,216.0,592.0
2024-12-30_Canberra CH_2025-7393-357,Canberra CH,Hard,32,C,20241230,2025-7393-357,207213,,,Duje Ajdukovic,R,188.0,CRO,23.9,207680,,,Facundo Diaz Acosta,L,183.0,ARG,24.0,6-4 6-4,3,R32,84.0,1.0,0.0,64.0,44.0,33.0,13.0,10.0,2.0,2.0,1.0,1.0,53.0,29.0,20.0,15.0,10.0,2.0,4.0,142.0,79.0
2024-12-30_Canberra CH_2025-7393-358,Canberra CH,Hard,32,C,20241230,2025-7393-358,211663,,,Joao Fonseca,R,185.0,BRA,18.4,111456,,,Mackenzie Mcdonald,R,178.0,USA,29.7,6-1 6-3,3,R32,53.0,8.0,2.0,42.0,28.0,24.0,9.0,8.0,1.0,1.0,2.0,2.0,43.0,31.0,17.0,5.0,8.0,2.0,6.0,145.0,131.0
2024-12-30_Canberra CH_2025-7393-359,Canberra CH,Hard,32,C,20241230,2025-7393-359,123755,,,Daniel Elahi Galan,R,191.0,COL,28.5,209920,,,Raphael Collignon,R,191.0,BEL,23.0,6-2 3-6 6-2,3,R32,114.0,11.0,3.0,88.0,58.0,42.0,13.0,12.0,7.0,9.0,8.0,7.0,78.0,50.0,31.0,12.0,13.0,2.0,7.0,126.0,121.0
2024-12-30_Canberra CH_2025-7393-360,Canberra CH,Hard,32,C,20241230,2025-7393-360,208004,,,Harold Mayot,R,180.0,FRA,22.9,136440,,,Dominik Koepfer,L,180.0,GER,30.7,6-4 6-4,3,R32,77.0,6.0,5.0,58.0,31.0,26.0,14.0,10.0,1.0,2.0,4.0,1.0,53.0,26.0,19.0,15.0,10.0,0.0,3.0,116.0,102.0
2024-12-30_Canberra CH_2025-7393-361,Canberra CH,Hard,32,C,20241230,2025-7393-361,200008,,,Alexis Galarneau,R,180.0,CAN,25.8,106121,,,Taro Daniel,R,191.0,JPN,31.9,7-6(2) 6-2,3,R32,89.0,5.0,1.0,60.0,34.0,26.0,17.0,10.0,1.0,2.0,3.0,4.0,65.0,33.0,25.0,14.0,10.0,5.0,8.0,205.0,84.0
2024-12-30_Canberra CH_2025-7393-362,Canberra CH,Hard,32,C,20241230,2025-7393-362,111153,,,Christopher Eubanks,R,201.0,USA,28.7,206499,,,Aleksandar Kovacevic,R,183.0,USA,26.3,6-3 7-6(5),3,R32,82.0,16.0,3.0,66.0,42.0,34.0,15.0,11.0,0.0,0.0,11.0,3.0,59.0,34.0,30.0,14.0,10.0,1.0,2.0,107.0,111.0
2024-12-30_Canberra CH_2025-7393-363,Canberra CH,Hard,32,C,20241230,2025-7393-363,208389,,,James Trotter,R,183.0,JPN,25.4,208843,,,Jerome Kym,R,198.0,SUI,21.9,7-6(6) 7-6(4),3,R32,112.0,13.0,0.0,76.0,57.0,47.0,13.0,12.0,2.0,2.0,14.0,6.0,87.0,49.0,36.0,23.0,12.0,2.0,2.0,193.0,134.0
2024-12-30_Canberra CH_2025-7393-364,Canberra CH,Hard,32,C,20241230,2025-7393-364,207985,,,Jacob Fearnley,R,183.0,GBR,23.5,202354,,,Matthew Dellavedova,R,191.0,AUS,24.6,3-6 6-4 7-5,3,R32,133.0,6.0,8.0,100.0,53.0,41.0,27.0,15.0,5.0,6.0,10.0,1.0,108.0,86.0,60.0,10.0,16.0,2.0,4.0,99.0,379.0
2024-12-30_Canberra CH_2025-7393-365,Canberra CH,Hard,32,C,20241230,2025-7393-365,200516,,,Patrick Kypson,R,188.0,USA,25.2,111576,,,Sumit Nagal,R,178.0,IND,27.4,6-2 4-6 6-1,3,R32,101.0,15.0,2.0,84.0,57.0,38.0,15.0,13.0,3.0,6.0,3.0,3.0,68.0,43.0,22.0,12.0,12.0,1.0,7.0,211.0,98.0
2024-12-30_Canberra CH_2025-7393-366,Canberra CH,Hard,32,C,20241230,2025-7393-366,210319,,,Ethan Quinn,R,191.0,USA,20.8,134329,,,Blake Ellis,R,191.0,AUS,26.0,7-6(4) 7-6(5),3,R32,115.0,5.0,3.0,84.0,52.0,35.0,18.0,12.0,4.0,7.0,12.0,4.0,81.0,47.0,39.0,12.0,12.0,7.0,10.0,202.0,338.0
2024-12-30_Canberra CH_2025-7393-367,Canberra CH,Hard,32,C,20241230,2025-7393-367,200240,,,Vit Kopriva,R,178.0,CZE,27.5,106283,,,Mitchell Krueger,R,188.0,USA,31.0,7-6(5) 3-6 6-3,3,R32,130.0,10.0,6.0,103.0,60.0,42.0,26.0,15.0,5.0,7.0,9.0,3.0,91.0,62.0,50.0,12.0,15.0,5.0,7.0,130.0,147.0
2024-12-30_Canberra CH_2025-7393-368,Canberra CH,Hard,32,C,20241230,2025-7393-368,106000,,,Damir Dzumhur,R,175.0,BIH,32.6,200273,,,Hady Habib,R,188.0,LIB,26.4,7-6(5) 6-7(5) 6-2,3,R32,134.0,3.0,5.0,104.0,61.0,52.0,24.0,16.0,3.0,3.0,19.0,3.0,104.0,62.0,50.0,20.0,16.0,7.0,9.0,83.0,216.0
2024-12-30_Canberra CH_2025-7393-369,Canberra CH,Hard,32,C,20241230,2025-7393-369,212021,,,Martin Landaluce,R,191.0,ESP,19.0,208233,,,Mattia Bellucci,L,175.0,ITA,23.6,6-3 6-2,3,R32,73.0,6.0,1.0,46.0,25.0,21.0,16.0,9.0,2.0,2.0,2.0,2.0,48.0,30.0,18.0,10.0,8.0,2.0,5.0,151.0,103.0
2024-12-30_Canberra CH_2025-7393-370,Canberra CH,Hard,32,C,20241230,2025-7393-370,208013,,,Dane Sweeny,R,170.0,AUS,23.9,209414,,,Luca Van Assche,R,178.0,FRA,20.6,6-4 6-4,3,R32,89.0,0.0,4.0,58.0,37.0,24.0,13.0,10.0,1.0,3.0,3.0,6.0,67.0,36.0,21.0,16.0,10.0,6.0,10.0,345.0,128.0
2024-12-30_Canberra CH_2025-7393-371,Canberra CH,Hard,32,C,20241230,2025-7393-371,208882,,,Roman Andres Burruchaga,R,183.0,ARG,22.9,210262,,,Jaime Faria,R,188.0,POR,21.4,6-3 6-3,3,R32,72.0,1.0,1.0,55.0,35.0,24.0,13.0,9.0,3.0,4.0,6.0,5.0,63.0,35.0,24.0,8.0,9.0,4.0,8.0,156.0,123.0
2024-12-30_Canberra CH_2025-7393-372,Canberra CH,Hard,32,C,20241230,2025-7393-372,133297,,,Yosuke Watanuki,R,180.0,JPN,26.7,200384,,,Hugo Gaston,L,173.0,FRA,24.3,6-2 6-2,3,R32,56.0,8.0,2.0,40.0,24.0,20.0,10.0,8.0,0.0,1.0,1.0,0.0,54.0,37.0,17.0,8.0,8.0,4.0,9.0,374.0,76.0
2024-12-30_Canberra CH_2025-7393-373,Canberra CH,Hard,32,C,20241230,2025-7393-373,211663,,,Joao Fonseca,R,185.0,BRA,18.4,207213,,,Duje Ajdukovic,R,188.0,CRO,23.9,6-1 7-5,3,R16,74.0,4.0,2.0,52.0,35.0,27.0,7.0,9.0,2.0,4.0,0.0,3.0,62.0,30.0,14.0,15.0,10.0,3.0,9.0,145.0,142.0
2024-12-30_Canberra CH_2025-7393-374,Canberra CH,Hard,32,C,20241230,2025-7393-374,208004,,,Harold Mayot,R,180.0,FRA,22.9,123755,,,Daniel Elahi Galan,R,191.0,COL,28.5,7-6(5) 6-4,3,R16,106.0,9.0,2.0,76.0,40.0,32.0,19.0,11.0,4.0,5.0,10.0,1.0,68.0,47.0,30.0,14.0,11.0,0.0,2.0,116.0,126.0
2024-12-30_Canberra CH_2025-7393-375,Canberra CH,Hard,32,C,20241230,2025-7393-375,111153,,,Christopher Eubanks,R,201.0,USA,28.7,200008,,,Alexis Galarneau,R,180.0,CAN,25.8,6-4 6-4,3,R16,78.0,7.0,3.0,62.0,39.0,30.0,14.0,10.0,1.0,1.0,4.0,5.0,52.0,31.0,25.0,12.0,10.0,1.0,3.0,107.0,205.0
2024-12-30_Canberra CH_2025-7393-376,Canberra CH,Hard,32,C,20241230,2025-7393-376,207985,,,Jacob Fearnley,R,183.0,GBR,23.5,208389,,,James Trotter,R,183.0,JPN,25.4,6-2 6-4,3,R16,72.0,4.0,3.0,48.0,29.0,22.0,15.0,9.0,1.0,1.0,10.0,3.0,65.0,41.0,26.0,10.0,9.0,5.0,8.0,99.0,193.0
2024-12-30_Canberra CH_2025-7393-377,Canberra CH,Hard,32,C,20241230,2025-7393-377,210319,,,Ethan Quinn,R,191.0,USA,20.8,200516,,,Patrick Kypson,R,188.0,USA,25.2,3-6 7-6(5) 6-4,3,R16,134.0,17.0,1.0,96.0,61.0,48.0,21.0,15.0,4.0,6.0,8.0,3.0,95.0,61.0,54.0,15.0,16.0,4.0,6.0,202.0,211.0
2024-12-30_Canberra CH_2025-7393-378,Canberra CH,Hard,32,C,20241230,2025-7393-378,200240,,,Vit Kopriva,R,178.0,CZE,27.5,106000,,,Damir Dzumhur,R,175.0,BIH,32.6,7-5 7-5,3,R16,115.0,1.0,8.0,74.0,35.0,20.0,17.0,12.0,7.0,13.0,1.0,6.0,85.0,50.0,21.0,16.0,12.0,4.0,12.0,130.0,83.0
2024-12-30_Canberra CH_2025-7393-379,Canberra CH,Hard,32,C,20241230,2025-7393-379,212021,,,Martin Landaluce,R,191.0,ESP,19.0,208013,,,Dane Sweeny,R,170.0,AUS,23.9,6-1 6-2,3,R16,67.0,10.0,8.0,51.0,29.0,25.0,9.0,8.0,3.0,4.0,1.0,1.0,43.0,31.0,14.0,4.0,7.0,1.0,6.0,151.0,345.0
2024-12-30_Canberra CH_2025-7393-380,Canberra CH,Hard,32,C,20241230,2025-7393-380,133297,,,Yosuke Watanuki,R,180.0,JPN,26.7,208882,,,Roman Andres Burruchaga,R,183.0,ARG,22.9,6-3 3-6 7-6(5),3,R16,136.0,18.0,1.0,102.0,62.0,46.0,21.0,15.0,4.0,6.0,6.0,1.0,95.0,57.0,42.0,23.0,15.0,2.0,4.0,374.0,156.0
2024-12-30_Canberra CH_2025-7393-381,Canberra CH,Hard,32,C,20241230,2025-7393-381,211663,,,Joao Fonseca,R,185.0,BRA,18.4,208004,,,Harold Mayot,R,180.0,FRA,22.9,6-2 6-3,3,QF,72.0,9.0,3.0,58.0,39.0,25.0,9.0,8.0,5.0,7.0,2.0,3.0,57.0,37.0,17.0,9.0,9.0,3.0,9.0,145.0,116.0
2024-12-30_Canberra CH_2025-7393-382,Canberra CH,Hard,32,C,20241230,2025-7393-382,207985,,,Jacob Fearnley,R,183.0,GBR,23.5,111153,,,Christopher Eubanks,R,201.0,USA,28.7,4-6 6-2 7-6(3),3,QF,134.0,12.0,7.0,107.0,55.0,39.0,34.0,15.0,8.0,9.0,11.0,3.0,104.0,62.0,45.0,23.0,15.0,10.0,12.0,99.0,107.0
2024-12-30_Canberra CH_2025-7393-383,Canberra CH,Hard,32,C,20241230,2025-7393-383,210319,,,Ethan Quinn,R,191.0,USA,20.8,200240,,,Vit Kopriva,R,178.0,CZE,27.5,6-4 7-5,3,QF,98.0,5.0,0.0,57.0,36.0,26.0,16.0,11.0,0.0,1.0,3.0,2.0,77.0,44.0,28.0,17.0,11.0,6.0,9.0,202.0,130.0
2024-12-30_Canberra CH_2025-7393-384,Canberra CH,Hard,32,C,20241230,2025-7393-384,212021,,,Martin Landaluce,R,191.0,ESP,19.0,133297,,,Yosuke Watanuki,R,180.0,JPN,26.7,W/O,3,QF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,374.0
2024-12-30_Canberra CH_2025-7393-385,Canberra CH,Hard,32,C,20241230,2025-7393-385,211663,,,Joao Fonseca,R,185.0,BRA,18.4,207985,,,Jacob Fearnley,R,183.0,GBR,23.5,6-3 6-3,3,SF,72.0,7.0,0.0,48.0,29.0,22.0,15.0,9.0,1.0,1.0,8.0,1.0,68.0,48.0,32.0,7.0,9.0,6.0,9.0,145.0,99.0
2024-12-30_Canberra CH_2025-7393-386,Canberra CH,Hard,32,C,20241230,2025-7393-386,210319,,,Ethan Quinn,R,191.0,USA,20.8,212021,,,Martin Landaluce,R,191.0,ESP,19.0,6-3 6-3,3,SF,95.0,3.0,4.0,62.0,30.0,22.0,18.0,9.0,2.0,3.0,6.0,7.0,55.0,30.0,22.0,7.0,9.0,5.0,9.0,202.0,151.0
2024-12-30_Canberra CH_2025-7393-387,Canberra CH,Hard,32,C,20241230,2025-7393-387,211663,,,Joao Fonseca,R,185.0,BRA,18.4,210319,,,Ethan Quinn,R,191.0,USA,20.8,6-4 6-4,3,F,72.0,7.0,1.0,53.0,36.0,32.0,9.0,10.0,0.0,0.0,6.0,3.0,55.0,32.0,29.0,8.0,10.0,5.0,7.0,145.0,202.0
2024-12-30_Nonthaburi 1 CH_2025-2791-338,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-338,210382,,,Maximus Jones,R,185.0,THA,20.3,207484,,,Neil Oberleitner,R,193.0,AUT,25.4,7-5 2-6 7-6(9),3,Q1,146.0,6.0,4.0,101.0,53.0,40.0,27.0,16.0,3.0,6.0,7.0,2.0,100.0,62.0,45.0,23.0,16.0,5.0,7.0,757.0,430.0
2024-12-30_Nonthaburi 1 CH_2025-2791-339,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-339,144645,,,Zdenek Kolar,R,183.0,CZE,28.2,209127,,,Credit Chaiyarin,R,,THA,21.1,7-5 6-3,3,Q1,99.0,5.0,4.0,64.0,34.0,25.0,15.0,11.0,0.0,2.0,0.0,5.0,64.0,39.0,21.0,14.0,10.0,1.0,5.0,410.0,1452.0
2024-12-30_Nonthaburi 1 CH_2025-2791-340,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-340,202052,,,Ray Ho,L,188.0,TPE,24.9,208182,,,Saba Purtseladze,R,191.0,GEO,23.4,6-4 6-3,3,Q1,80.0,8.0,2.0,75.0,38.0,28.0,21.0,10.0,3.0,3.0,6.0,1.0,51.0,25.0,21.0,12.0,9.0,2.0,4.0,1080.0,444.0
2024-12-30_Nonthaburi 1 CH_2025-2791-341,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-341,106293,,,Kimmer Coppejans,R,178.0,BEL,30.9,200321,,,San Hui Sin,R,178.0,KOR,27.8,6-4 6-4,3,Q1,78.0,9.0,2.0,57.0,33.0,29.0,10.0,10.0,1.0,2.0,3.0,6.0,60.0,39.0,27.0,8.0,10.0,5.0,8.0,399.0,582.0
2024-12-30_Nonthaburi 1 CH_2025-2791-342,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-342,209959,,,Woobin Shin,R,185.0,KOR,20.9,210000,,,Karan Singh,R,188.0,IND,21.5,7-6(9) 6-2,3,Q1,114.0,4.0,1.0,75.0,42.0,32.0,16.0,10.0,2.0,3.0,5.0,4.0,71.0,41.0,29.0,12.0,10.0,7.0,10.0,574.0,473.0
2024-12-30_Nonthaburi 1 CH_2025-2791-345,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-345,202127,,,Clement Tabur,R,173.0,FRA,24.9,144682,,,Kaito Uesugi,R,180.0,JPN,29.6,6-3 6-2,3,Q1,66.0,6.0,2.0,48.0,27.0,22.0,11.0,8.0,3.0,4.0,2.0,3.0,59.0,34.0,17.0,11.0,9.0,6.0,11.0,377.0,897.0
2024-12-30_Nonthaburi 1 CH_2025-2791-346,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-346,210536,,,Rei Sakamoto,R,193.0,JPN,18.5,131951,,,Daniel Cukierman,R,,ISR,29.5,3-6 6-3 6-4,3,Q1,133.0,16.0,1.0,87.0,45.0,36.0,21.0,14.0,3.0,5.0,4.0,3.0,97.0,64.0,45.0,14.0,14.0,5.0,8.0,413.0,527.0
2024-12-30_Nonthaburi 1 CH_2025-2791-348,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-348,202113,,,Hikaru Shiraishi,R,168.0,JPN,24.6,208874,,,Seita Watanabe,R,180.0,JPN,24.0,6-2 4-6 6-2,3,Q1,120.0,3.0,1.0,80.0,50.0,33.0,17.0,13.0,4.0,7.0,8.0,7.0,75.0,38.0,25.0,14.0,13.0,8.0,14.0,602.0,882.0
2024-12-30_Nonthaburi 1 CH_2025-2791-349,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-349,129911,,,Marat Sharipov,R,188.0,RUS,22.2,144747,,,Courtney John Lock,R,193.0,ZIM,28.2,6-1 6-4,3,Q1,53.0,9.0,3.0,44.0,26.0,25.0,11.0,9.0,0.0,0.0,1.0,3.0,43.0,24.0,16.0,8.0,8.0,2.0,5.0,342.0,2065.0
2024-12-30_Nonthaburi 1 CH_2025-2791-350,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-350,210382,,,Maximus Jones,R,185.0,THA,20.3,144645,,,Zdenek Kolar,R,183.0,CZE,28.2,6-2 6-7(5) 6-3,3,Q2,162.0,13.0,3.0,88.0,52.0,42.0,18.0,15.0,1.0,3.0,5.0,4.0,103.0,58.0,36.0,23.0,14.0,8.0,13.0,757.0,410.0
2024-12-30_Nonthaburi 1 CH_2025-2791-351,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-351,106293,,,Kimmer Coppejans,R,178.0,BEL,30.9,202052,,,Ray Ho,L,188.0,TPE,24.9,6-4 7-5,3,Q2,84.0,7.0,3.0,59.0,37.0,29.0,16.0,11.0,0.0,0.0,1.0,1.0,72.0,46.0,32.0,15.0,11.0,5.0,7.0,399.0,1080.0
2024-12-30_Nonthaburi 1 CH_2025-2791-352,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-352,105655,,,Hiroki Moriya,R,168.0,JPN,34.2,209959,,,Woobin Shin,R,185.0,KOR,20.9,6-0 6-3,3,Q2,70.0,2.0,2.0,48.0,23.0,20.0,16.0,8.0,5.0,5.0,1.0,2.0,39.0,18.0,10.0,7.0,7.0,2.0,6.0,398.0,574.0
2024-12-30_Nonthaburi 1 CH_2025-2791-353,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-353,202127,,,Clement Tabur,R,173.0,FRA,24.9,210121,,,Kokoro Isomura,R,175.0,JPN,21.9,6-2 6-1,3,Q2,67.0,6.0,1.0,53.0,33.0,22.0,12.0,8.0,3.0,4.0,0.0,1.0,37.0,26.0,9.0,6.0,7.0,4.0,9.0,377.0,464.0
2024-12-30_Nonthaburi 1 CH_2025-2791-354,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-354,210536,,,Rei Sakamoto,R,193.0,JPN,18.5,211324,,,Mitsuki Wei Kang Leong,R,175.0,MAS,20.4,6-2 6-3,3,Q2,77.0,11.0,1.0,58.0,36.0,27.0,11.0,8.0,2.0,3.0,6.0,4.0,50.0,29.0,18.0,6.0,9.0,4.0,9.0,413.0,643.0
2024-12-30_Nonthaburi 1 CH_2025-2791-355,Nonthaburi 1 CH,Hard,32,C,20241230,2025-2791-355,129911,,,Marat Sharipov,R,188.0,RUS,22.2,202113,,,Hikaru Shiraishi,R,168.0,JPN,24.6,4-6 6-2 6-2,3,Q2,111.0,22.0,2.0,76.0,48.0,38.0,13.0,13.0,0.0,2.0,5.0,2.0,79.0,51.0,30.0,14.0,13.0,3.0,8.0,342.0,602.0
