tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2025-02-10_New Delhi CH_2025-6961-360,New Delhi CH,Hard,32,C,20250210,2025-6961-360,200473,,,Valentin Vacherot,R,193.0,MON,26.2,106210,,,Jiri Vesely,L,198.0,CZE,31.6,6-1 6-4,3,R32,64.0,7.0,1.0,54.0,38.0,31.0,10.0,9.0,4.0,4.0,6.0,1.0,43.0,29.0,20.0,5.0,8.0,0.0,3.0,205.0,362.0
2025-02-10_New Delhi CH_2025-6961-361,New Delhi CH,Hard,32,C,20250210,2025-6961-361,210318,,,Andre Ilagan,L,173.0,USA,24.2,200309,,,Marek Gengel,R,185.0,CZE,29.4,6-2 6-2,3,R32,61.0,1.0,1.0,50.0,33.0,20.0,13.0,8.0,2.0,3.0,1.0,2.0,46.0,23.0,12.0,9.0,8.0,1.0,6.0,406.0,231.0
2025-02-10_New Delhi CH_2025-6961-362,New Delhi CH,Hard,32,C,20250210,2025-6961-362,207608,,,Timofey Skatov,R,175.0,KAZ,24.1,210000,,,Karan Singh,R,188.0,IND,21.6,6-4 6-0,3,R32,83.0,3.0,2.0,61.0,32.0,23.0,17.0,8.0,6.0,6.0,2.0,1.0,48.0,20.0,11.0,14.0,8.0,1.0,5.0,199.0,500.0
2025-02-10_New Delhi CH_2025-6961-363,New Delhi CH,Hard,32,C,20250210,2025-6961-363,208021,,,Kyrian Jacquet,R,178.0,FRA,23.8,200647,,,Sho Shimabukuro,R,180.0,JPN,27.5,6-1 6-2,3,R32,57.0,2.0,2.0,48.0,27.0,21.0,14.0,8.0,2.0,2.0,3.0,3.0,42.0,20.0,12.0,8.0,7.0,3.0,7.0,204.0,198.0
2025-02-10_New Delhi CH_2025-6961-364,New Delhi CH,Hard,32,C,20250210,2025-6961-364,126652,,,Jay Clarke,R,183.0,GBR,26.5,201987,,,Masamichi Imamura,R,178.0,JPN,26.2,6-1 6-4,3,R32,74.0,7.0,4.0,44.0,22.0,21.0,12.0,9.0,1.0,2.0,2.0,2.0,63.0,37.0,24.0,10.0,8.0,3.0,7.0,264.0,354.0
2025-02-10_New Delhi CH_2025-6961-365,New Delhi CH,Hard,32,C,20250210,2025-6961-365,126107,,,Michael Geerts,R,178.0,BEL,30.1,200436,,,Zsombor Piros,R,180.0,HUN,25.3,6-3 7-5,3,R32,93.0,1.0,1.0,61.0,38.0,27.0,9.0,10.0,3.0,6.0,3.0,2.0,64.0,28.0,15.0,17.0,11.0,2.0,8.0,297.0,213.0
2025-02-10_New Delhi CH_2025-6961-366,New Delhi CH,Hard,32,C,20250210,2025-6961-366,124154,,,Sasi Kumar Mukund,R,185.0,IND,28.1,209849,,,Sascha Gueymard Wayenburg,R,188.0,FRA,21.5,4-6 6-2 6-0,3,R32,90.0,6.0,4.0,62.0,37.0,30.0,15.0,12.0,0.0,2.0,6.0,13.0,75.0,41.0,27.0,10.0,12.0,5.0,11.0,429.0,255.0
2025-02-10_New Delhi CH_2025-6961-367,New Delhi CH,Hard,32,C,20250210,2025-6961-367,208278,,,Shintaro Mochizuki,R,175.0,JPN,21.7,200416,,,August Holmgren,R,188.0,DEN,26.8,6-3 7-5,3,R32,89.0,2.0,2.0,60.0,35.0,26.0,16.0,11.0,3.0,5.0,6.0,4.0,63.0,38.0,20.0,15.0,10.0,2.0,6.0,171.0,206.0
2025-02-10_New Delhi CH_2025-6961-368,New Delhi CH,Hard,32,C,20250210,2025-6961-368,210558,,,Hynek Barton,R,183.0,CZE,20.9,200677,,,Rio Noguchi,R,168.0,JPN,26.1,3-6 6-3 6-4,3,R32,108.0,9.0,1.0,99.0,70.0,48.0,17.0,14.0,8.0,9.0,0.0,0.0,76.0,50.0,37.0,17.0,14.0,0.0,2.0,423.0,242.0
2025-02-10_New Delhi CH_2025-6961-369,New Delhi CH,Hard,32,C,20250210,2025-6961-369,207494,,,Dalibor Svrcina,R,178.0,CZE,22.4,106368,,,Ramkumar Ramanathan,R,188.0,IND,30.3,6-2 2-6 6-0,3,R32,100.0,1.0,3.0,66.0,42.0,32.0,9.0,11.0,3.0,6.0,2.0,2.0,64.0,36.0,22.0,9.0,11.0,4.0,10.0,224.0,403.0
2025-02-10_New Delhi CH_2025-6961-370,New Delhi CH,Hard,32,C,20250210,2025-6961-370,200240,,,Vit Kopriva,R,178.0,CZE,27.7,144656,,,Corentin Denolly,L,188.0,FRA,27.7,6-3 6-4,3,R32,86.0,2.0,4.0,66.0,35.0,25.0,14.0,10.0,3.0,6.0,4.0,1.0,59.0,40.0,20.0,7.0,9.0,3.0,8.0,127.0,319.0
2025-02-10_New Delhi CH_2025-6961-371,New Delhi CH,Hard,32,C,20250210,2025-6961-371,126129,,,Billy Harris,R,193.0,GBR,30.0,210317,,,James Mccabe,R,188.0,AUS,21.6,7-6(2) 6-3,3,R16,93.0,5.0,2.0,68.0,37.0,26.0,20.0,11.0,4.0,5.0,5.0,7.0,70.0,47.0,34.0,7.0,10.0,4.0,6.0,116.0,215.0
2025-02-10_New Delhi CH_2025-6961-372,New Delhi CH,Hard,32,C,20250210,2025-6961-372,111200,,,Elias Ymer,R,185.0,SWE,28.8,208876,,,Egor Agafonov,R,188.0,RUS,22.4,6-3 6-4,3,R16,91.0,4.0,1.0,71.0,45.0,35.0,9.0,10.0,7.0,8.0,1.0,8.0,68.0,41.0,27.0,12.0,9.0,3.0,6.0,267.0,506.0
2025-02-10_New Delhi CH_2025-6961-373,New Delhi CH,Hard,32,C,20250210,2025-6961-373,209262,,,Tristan Schoolkate,R,183.0,AUS,24.0,200473,,,Valentin Vacherot,R,193.0,MON,26.2,7-6(4) 3-6 6-4,3,R16,171.0,5.0,7.0,101.0,57.0,39.0,22.0,15.0,9.0,13.0,9.0,4.0,116.0,78.0,48.0,19.0,16.0,11.0,15.0,140.0,205.0
2025-02-10_New Delhi CH_2025-6961-374,New Delhi CH,Hard,32,C,20250210,2025-6961-374,210318,,,Andre Ilagan,L,173.0,USA,24.2,207608,,,Timofey Skatov,R,175.0,KAZ,24.1,6-2 6-3,3,R16,89.0,6.0,1.0,65.0,50.0,34.0,7.0,9.0,2.0,3.0,1.0,4.0,56.0,32.0,21.0,7.0,8.0,7.0,11.0,406.0,199.0
2025-02-10_New Delhi CH_2025-6961-375,New Delhi CH,Hard,32,C,20250210,2025-6961-375,208021,,,Kyrian Jacquet,R,178.0,FRA,23.8,126652,,,Jay Clarke,R,183.0,GBR,26.5,7-5 6-3,3,R16,98.0,2.0,4.0,72.0,45.0,28.0,15.0,11.0,4.0,6.0,3.0,3.0,60.0,34.0,22.0,11.0,10.0,7.0,11.0,204.0,264.0
2025-02-10_New Delhi CH_2025-6961-376,New Delhi CH,Hard,32,C,20250210,2025-6961-376,126107,,,Michael Geerts,R,178.0,BEL,30.1,124154,,,Sasi Kumar Mukund,R,185.0,IND,28.1,6-4 7-5,3,R16,104.0,3.0,2.0,58.0,38.0,24.0,15.0,11.0,1.0,3.0,4.0,2.0,74.0,36.0,23.0,17.0,11.0,7.0,11.0,297.0,429.0
2025-02-10_New Delhi CH_2025-6961-377,New Delhi CH,Hard,32,C,20250210,2025-6961-377,208278,,,Shintaro Mochizuki,R,175.0,JPN,21.7,210558,,,Hynek Barton,R,183.0,CZE,20.9,2-6 6-4 6-3,3,R16,125.0,2.0,1.0,69.0,46.0,33.0,12.0,13.0,1.0,4.0,4.0,5.0,112.0,60.0,38.0,25.0,14.0,13.0,17.0,171.0,423.0
2025-02-10_New Delhi CH_2025-6961-378,New Delhi CH,Hard,32,C,20250210,2025-6961-378,200240,,,Vit Kopriva,R,178.0,CZE,27.7,207494,,,Dalibor Svrcina,R,178.0,CZE,22.4,6-4 6-1,3,R16,80.0,4.0,2.0,61.0,34.0,25.0,10.0,9.0,5.0,8.0,0.0,2.0,42.0,25.0,8.0,8.0,8.0,0.0,6.0,127.0,224.0
2025-02-10_New Delhi CH_2025-6961-379,New Delhi CH,Hard,32,C,20250210,2025-6961-379,126129,,,Billy Harris,R,193.0,GBR,30.0,111200,,,Elias Ymer,R,185.0,SWE,28.8,6-2 4-6 7-6(1),3,QF,153.0,4.0,8.0,86.0,48.0,39.0,17.0,15.0,4.0,8.0,3.0,9.0,107.0,67.0,44.0,16.0,15.0,8.0,13.0,116.0,267.0
2025-02-10_New Delhi CH_2025-6961-380,New Delhi CH,Hard,32,C,20250210,2025-6961-380,209262,,,Tristan Schoolkate,R,183.0,AUS,24.0,210318,,,Andre Ilagan,L,173.0,USA,24.2,6-7(2) 7-6(1) 6-2,3,QF,162.0,16.0,9.0,120.0,63.0,43.0,23.0,16.0,10.0,16.0,4.0,2.0,104.0,75.0,33.0,17.0,16.0,6.0,14.0,140.0,406.0
2025-02-10_New Delhi CH_2025-6961-381,New Delhi CH,Hard,32,C,20250210,2025-6961-381,208021,,,Kyrian Jacquet,R,178.0,FRA,23.8,126107,,,Michael Geerts,R,178.0,BEL,30.1,6-3 7-6(3),3,QF,102.0,5.0,2.0,68.0,35.0,28.0,20.0,11.0,4.0,5.0,4.0,4.0,71.0,43.0,28.0,15.0,10.0,4.0,6.0,204.0,297.0
2025-02-10_New Delhi CH_2025-6961-382,New Delhi CH,Hard,32,C,20250210,2025-6961-382,200240,,,Vit Kopriva,R,178.0,CZE,27.7,208278,,,Shintaro Mochizuki,R,175.0,JPN,21.7,6-2 6-4,3,QF,104.0,2.0,2.0,74.0,39.0,24.0,18.0,9.0,7.0,9.0,1.0,4.0,63.0,41.0,25.0,5.0,9.0,8.0,13.0,127.0,171.0
2025-02-10_New Delhi CH_2025-6961-383,New Delhi CH,Hard,32,C,20250210,2025-6961-383,126129,,,Billy Harris,R,193.0,GBR,30.0,209262,,,Tristan Schoolkate,R,183.0,AUS,24.0,4-6 7-6(4) 6-2,3,SF,142.0,4.0,5.0,91.0,61.0,47.0,18.0,15.0,5.0,8.0,5.0,4.0,101.0,66.0,44.0,17.0,15.0,4.0,8.0,116.0,140.0
2025-02-10_New Delhi CH_2025-6961-384,New Delhi CH,Hard,32,C,20250210,2025-6961-384,208021,,,Kyrian Jacquet,R,178.0,FRA,23.8,200240,,,Vit Kopriva,R,178.0,CZE,27.7,6-3 6-1,3,SF,67.0,2.0,2.0,39.0,25.0,21.0,10.0,8.0,0.0,1.0,0.0,3.0,51.0,21.0,10.0,13.0,8.0,7.0,12.0,204.0,127.0
2025-02-10_New Delhi CH_2025-6961-385,New Delhi CH,Hard,32,C,20250210,2025-6961-385,208021,,,Kyrian Jacquet,R,178.0,FRA,23.8,126129,,,Billy Harris,R,193.0,GBR,30.0,6-4 6-2,3,F,91.0,4.0,5.0,61.0,37.0,27.0,11.0,9.0,6.0,8.0,4.0,1.0,60.0,34.0,20.0,10.0,9.0,3.0,8.0,204.0,116.0
2025-02-10_Tenerife 2 CH_2025-2839-337,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-337,210536,,,Rei Sakamoto,R,193.0,JPN,18.6,211639,,,Alejo Sanchez Quilez,R,180.0,ESP,19.6,6-1 6-1,3,Q1,68.0,1.0,0.0,38.0,26.0,20.0,9.0,7.0,0.0,0.0,0.0,1.0,54.0,30.0,14.0,9.0,7.0,7.0,12.0,368.0,578.0
2025-02-10_Tenerife 2 CH_2025-2839-338,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-338,209209,,,Filip Misolic,R,180.0,AUT,23.5,105697,,,Marco Bortolotti,R,173.0,ITA,34.1,6-1 6-4,3,Q1,65.0,5.0,3.0,45.0,27.0,24.0,12.0,9.0,0.0,0.0,1.0,0.0,51.0,36.0,20.0,7.0,8.0,1.0,4.0,313.0,
2025-02-10_Tenerife 2 CH_2025-2839-339,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-339,200216,,,Giovanni Fonio,R,183.0,ITA,26.8,205842,,,Arthur Reymond,L,180.0,FRA,25.9,6-1 3-6 6-2,3,Q1,107.0,4.0,1.0,67.0,45.0,36.0,15.0,12.0,2.0,3.0,6.0,0.0,106.0,57.0,34.0,23.0,12.0,11.0,15.0,393.0,552.0
2025-02-10_Tenerife 2 CH_2025-2839-340,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-340,202127,,,Clement Tabur,R,173.0,FRA,25.0,207732,,,Miguel Damas,R,208.0,ESP,25.1,7-6(11) 6-4,3,Q1,137.0,6.0,3.0,84.0,51.0,32.0,19.0,11.0,1.0,4.0,1.0,2.0,80.0,56.0,35.0,12.0,11.0,4.0,8.0,312.0,424.0
2025-02-10_Tenerife 2 CH_2025-2839-343,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-343,105731,,,Steven Diez,R,175.0,CAN,33.9,202075,,,Adria Soriano Barrera,R,191.0,COL,25.7,7-6(5) 6-3,3,Q1,107.0,1.0,2.0,69.0,44.0,34.0,14.0,11.0,2.0,2.0,5.0,1.0,61.0,38.0,28.0,13.0,10.0,2.0,3.0,604.0,343.0
2025-02-10_Tenerife 2 CH_2025-2839-344,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-344,207231,,,Mathys Erhard,R,188.0,FRA,23.3,202326,,,Ivan Marrero Curbelo,R,180.0,ESP,26.4,6-7(4) 6-3 6-1,3,Q1,150.0,15.0,4.0,107.0,67.0,49.0,20.0,14.0,7.0,8.0,0.0,6.0,85.0,55.0,34.0,14.0,14.0,3.0,8.0,294.0,763.0
2025-02-10_Tenerife 2 CH_2025-2839-345,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-345,207605,,,Jakub Paul,R,180.0,SUI,25.9,209931,,,Lukas Pokorny,R,191.0,SVK,23.0,7-5 6-2,3,Q1,77.0,0.0,0.0,64.0,38.0,24.0,18.0,10.0,2.0,3.0,3.0,3.0,62.0,42.0,24.0,10.0,10.0,5.0,9.0,355.0,439.0
2025-02-10_Tenerife 2 CH_2025-2839-346,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-346,126106,,,Ryan Peniston,L,180.0,GBR,29.3,208603,,,Cleeve Harper,R,180.0,CAN,24.1,7-5 6-0,3,Q1,95.0,3.0,0.0,52.0,36.0,25.0,11.0,9.0,2.0,3.0,0.0,0.0,65.0,51.0,24.0,8.0,9.0,5.0,10.0,441.0,1022.0
2025-02-10_Tenerife 2 CH_2025-2839-347,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-347,122352,,,Christoph Negritu,R,193.0,GER,30.9,208897,,,Pablo Masjuan Ginel,U,,ESP,22.5,6-2 6-4,3,Q1,95.0,7.0,0.0,55.0,43.0,34.0,7.0,9.0,3.0,3.0,2.0,3.0,86.0,55.0,35.0,12.0,9.0,12.0,15.0,326.0,1008.0
2025-02-10_Tenerife 2 CH_2025-2839-349,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-349,209209,,,Filip Misolic,R,180.0,AUT,23.5,210536,,,Rei Sakamoto,R,193.0,JPN,18.6,6-4 6-2,3,Q2,78.0,8.0,1.0,57.0,43.0,29.0,11.0,9.0,1.0,1.0,5.0,1.0,55.0,34.0,20.0,11.0,9.0,0.0,3.0,313.0,368.0
2025-02-10_Tenerife 2 CH_2025-2839-350,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-350,200216,,,Giovanni Fonio,R,183.0,ITA,26.8,202127,,,Clement Tabur,R,173.0,FRA,25.0,6-4 1-0 RET,3,Q2,54.0,3.0,2.0,27.0,19.0,18.0,3.0,5.0,0.0,0.0,4.0,2.0,41.0,18.0,11.0,12.0,6.0,3.0,5.0,393.0,312.0
2025-02-10_Tenerife 2 CH_2025-2839-351,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-351,106398,,,Pedro Cachin,R,185.0,ARG,29.8,210498,,,Gerard Campana Lee,R,183.0,KOR,20.4,4-6 6-3 6-4,3,Q2,139.0,4.0,4.0,92.0,64.0,48.0,15.0,15.0,3.0,4.0,0.0,4.0,96.0,59.0,39.0,21.0,14.0,6.0,8.0,300.0,387.0
2025-02-10_Tenerife 2 CH_2025-2839-352,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-352,105731,,,Steven Diez,R,175.0,CAN,33.9,207231,,,Mathys Erhard,R,188.0,FRA,23.3,7-6(2) 3-6 6-4,3,Q2,151.0,4.0,1.0,95.0,62.0,40.0,20.0,16.0,3.0,8.0,12.0,4.0,105.0,75.0,50.0,10.0,15.0,8.0,12.0,604.0,294.0
2025-02-10_Tenerife 2 CH_2025-2839-353,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-353,207605,,,Jakub Paul,R,180.0,SUI,25.9,126106,,,Ryan Peniston,L,180.0,GBR,29.3,6-4 7-6(3),3,Q2,133.0,0.0,1.0,85.0,61.0,43.0,9.0,11.0,5.0,7.0,1.0,4.0,86.0,57.0,36.0,13.0,11.0,5.0,8.0,355.0,441.0
2025-02-10_Tenerife 2 CH_2025-2839-354,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-354,208210,,,Chris Rodesch,R,198.0,LUX,23.6,122352,,,Christoph Negritu,R,193.0,GER,30.9,7-6(5) 6-4,3,Q2,124.0,5.0,3.0,76.0,44.0,30.0,17.0,11.0,5.0,8.0,5.0,1.0,90.0,53.0,32.0,17.0,11.0,6.0,10.0,276.0,326.0
2025-02-10_Tenerife 2 CH_2025-2839-355,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-355,200325,,,Emil Ruusuvuori,R,188.0,FIN,25.9,123828,,,Jan Choinski,R,196.0,GBR,28.7,6-3 6-1,3,R32,70.0,4.0,0.0,45.0,29.0,21.0,12.0,8.0,1.0,1.0,1.0,1.0,60.0,30.0,19.0,11.0,8.0,6.0,10.0,147.0,201.0
2025-02-10_Tenerife 2 CH_2025-2839-356,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-356,200266,,,Javier Barranco Cosano,L,180.0,ESP,26.2,206467,,,Federico Arnaboldi,R,185.0,ITA,24.6,6-2 6-2,3,R32,83.0,3.0,0.0,57.0,39.0,28.0,8.0,8.0,4.0,5.0,1.0,2.0,42.0,16.0,7.0,10.0,8.0,2.0,7.0,257.0,225.0
2025-02-10_Tenerife 2 CH_2025-2839-357,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-357,133975,,,Benjamin Hassan,R,183.0,LBN,30.0,209903,,,Lukas Neumayer,R,183.0,AUT,22.4,4-6 6-1 7-5,3,R32,120.0,7.0,3.0,77.0,35.0,27.0,24.0,15.0,1.0,5.0,0.0,2.0,93.0,69.0,35.0,16.0,14.0,8.0,14.0,221.0,218.0
2025-02-10_Tenerife 2 CH_2025-2839-358,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-358,208279,,,Alejandro Moro Canas,R,183.0,ESP,24.2,207546,,,Pol Martin Tiffon,R,183.0,ESP,25.5,6-4 6-2,3,R32,86.0,3.0,1.0,56.0,42.0,28.0,6.0,9.0,2.0,4.0,2.0,3.0,65.0,28.0,18.0,15.0,9.0,8.0,13.0,146.0,239.0
2025-02-10_Tenerife 2 CH_2025-2839-359,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-359,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.6,200666,,,Jie Cui,R,183.0,CHN,27.0,6-3 6-4,3,R32,95.0,11.0,0.0,53.0,36.0,28.0,10.0,10.0,1.0,2.0,0.0,1.0,74.0,53.0,33.0,9.0,9.0,7.0,10.0,133.0,283.0
2025-02-10_Tenerife 2 CH_2025-2839-360,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-360,105938,,,Antoine Escoffier,R,185.0,FRA,33.0,210220,,,Edas Butvilas,R,191.0,LTU,20.6,6-2 3-6 6-0,3,R32,109.0,0.0,3.0,61.0,30.0,19.0,21.0,11.0,0.0,2.0,1.0,0.0,94.0,68.0,32.0,16.0,12.0,9.0,15.0,220.0,245.0
2025-02-10_Tenerife 2 CH_2025-2839-361,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-361,200748,,,Andres Andrade,R,180.0,ECU,26.2,208540,,,Inaki Montes De La Torre,R,178.0,ESP,22.4,7-6(6) 6-0,3,R32,99.0,8.0,0.0,62.0,39.0,30.0,12.0,9.0,1.0,2.0,1.0,5.0,66.0,42.0,28.0,7.0,9.0,2.0,6.0,243.0,526.0
2025-02-10_Tenerife 2 CH_2025-2839-362,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-362,209406,,,Abedallah Shelbayh,L,180.0,JOR,21.2,209147,,,Vilius Gaubas,R,178.0,LTU,20.1,4-6 6-4 7-5,3,R32,155.0,6.0,5.0,97.0,65.0,47.0,14.0,16.0,6.0,10.0,1.0,0.0,100.0,75.0,43.0,15.0,16.0,9.0,14.0,265.0,184.0
2025-02-10_Tenerife 2 CH_2025-2839-363,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-363,200374,,,Nicolas Alvarez Varona,R,188.0,ESP,23.7,208118,,,Eliot Spizzirri,R,183.0,USA,23.1,7-5 6-0,3,R32,92.0,4.0,1.0,71.0,53.0,37.0,9.0,9.0,10.0,10.0,1.0,1.0,48.0,34.0,19.0,7.0,9.0,2.0,6.0,336.0,197.0
2025-02-10_Tenerife 2 CH_2025-2839-364,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-364,105731,,,Steven Diez,R,175.0,CAN,33.9,208010,,,Pablo Llamas Ruiz,R,188.0,ESP,22.3,6-4 6-3,3,R32,77.0,0.0,3.0,49.0,21.0,14.0,19.0,9.0,0.0,1.0,2.0,3.0,58.0,39.0,26.0,8.0,10.0,3.0,7.0,604.0,359.0
2025-02-10_Tenerife 2 CH_2025-2839-365,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-365,209405,,,Daniel Rincon,L,185.0,ESP,22.1,212219,,,Mees Rottgering,L,180.0,NED,17.6,7-6(10) 6-2,3,R32,133.0,7.0,3.0,83.0,49.0,31.0,18.0,10.0,7.0,9.0,3.0,8.0,93.0,63.0,40.0,9.0,10.0,4.0,8.0,260.0,838.0
2025-02-10_Tenerife 2 CH_2025-2839-366,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-366,106398,,,Pedro Cachin,R,185.0,ARG,29.8,210012,,,Henrique Rocha,R,180.0,POR,20.8,6-2 0-0 RET,3,R32,42.0,2.0,2.0,35.0,17.0,13.0,9.0,4.0,4.0,4.0,1.0,2.0,29.0,18.0,10.0,4.0,4.0,3.0,5.0,300.0,155.0
2025-02-10_Tenerife 2 CH_2025-2839-367,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-367,209209,,,Filip Misolic,R,180.0,AUT,23.5,126535,,,Carlos Taberner,R,183.0,ESP,27.5,4-6 6-1 6-3,3,R32,122.0,7.0,2.0,83.0,58.0,46.0,8.0,13.0,4.0,6.0,3.0,1.0,70.0,47.0,29.0,12.0,13.0,5.0,10.0,313.0,176.0
2025-02-10_Tenerife 2 CH_2025-2839-368,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-368,207605,,,Jakub Paul,R,180.0,SUI,25.9,209860,,,Ignacio Buse,R,185.0,PER,20.9,6-3 6-1,3,R32,75.0,0.0,0.0,68.0,53.0,34.0,9.0,8.0,6.0,6.0,0.0,0.0,53.0,33.0,19.0,8.0,8.0,6.0,10.0,355.0,234.0
2025-02-10_Tenerife 2 CH_2025-2839-369,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-369,208210,,,Chris Rodesch,R,198.0,LUX,23.6,208902,,,Johannus Monday,L,198.0,GBR,23.1,7-6(2) 6-3,3,R32,117.0,10.0,1.0,87.0,63.0,41.0,13.0,10.0,6.0,7.0,4.0,3.0,75.0,51.0,33.0,12.0,11.0,9.0,12.0,276.0,303.0
2025-02-10_Tenerife 2 CH_2025-2839-370,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-370,136440,,,Dominik Koepfer,L,180.0,GER,30.8,200216,,,Giovanni Fonio,R,183.0,ITA,26.8,6-3 4-6 6-2,3,R32,127.0,5.0,3.0,100.0,58.0,39.0,24.0,13.0,10.0,11.0,3.0,3.0,94.0,58.0,38.0,17.0,14.0,8.0,12.0,118.0,393.0
2025-02-10_Tenerife 2 CH_2025-2839-371,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-371,200266,,,Javier Barranco Cosano,L,180.0,ESP,26.2,200325,,,Emil Ruusuvuori,R,188.0,FIN,25.9,7-5 1-6 6-3,3,R16,129.0,5.0,4.0,90.0,53.0,33.0,21.0,14.0,5.0,8.0,5.0,5.0,91.0,56.0,43.0,14.0,14.0,3.0,6.0,257.0,147.0
2025-02-10_Tenerife 2 CH_2025-2839-372,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-372,133975,,,Benjamin Hassan,R,183.0,LBN,30.0,208279,,,Alejandro Moro Canas,R,183.0,ESP,24.2,6-3 1-6 6-2,3,R16,109.0,3.0,4.0,74.0,46.0,33.0,14.0,12.0,4.0,7.0,1.0,4.0,82.0,62.0,41.0,5.0,12.0,10.0,14.0,221.0,146.0
2025-02-10_Tenerife 2 CH_2025-2839-373,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-373,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.6,105938,,,Antoine Escoffier,R,185.0,FRA,33.0,W/O,3,R16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,220.0
2025-02-10_Tenerife 2 CH_2025-2839-374,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-374,209406,,,Abedallah Shelbayh,L,180.0,JOR,21.2,200748,,,Andres Andrade,R,180.0,ECU,26.2,7-6(5) 2-6 6-4,3,R16,166.0,5.0,5.0,103.0,53.0,33.0,24.0,15.0,6.0,12.0,2.0,4.0,111.0,72.0,48.0,17.0,15.0,7.0,12.0,265.0,243.0
2025-02-10_Tenerife 2 CH_2025-2839-375,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-375,200374,,,Nicolas Alvarez Varona,R,188.0,ESP,23.7,105731,,,Steven Diez,R,175.0,CAN,33.9,2-2 RET,3,R16,32.0,1.0,0.0,16.0,12.0,7.0,1.0,2.0,2.0,3.0,0.0,0.0,14.0,10.0,5.0,2.0,2.0,1.0,2.0,336.0,604.0
2025-02-10_Tenerife 2 CH_2025-2839-376,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-376,209405,,,Daniel Rincon,L,185.0,ESP,22.1,106398,,,Pedro Cachin,R,185.0,ARG,29.8,6-1 7-6(5),3,R16,97.0,3.0,0.0,58.0,42.0,30.0,11.0,9.0,2.0,3.0,1.0,1.0,84.0,66.0,37.0,8.0,10.0,7.0,11.0,260.0,300.0
2025-02-10_Tenerife 2 CH_2025-2839-377,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-377,209209,,,Filip Misolic,R,180.0,AUT,23.5,207605,,,Jakub Paul,R,180.0,SUI,25.9,6-4 6-4,3,R16,114.0,1.0,2.0,65.0,43.0,30.0,11.0,10.0,5.0,7.0,0.0,0.0,96.0,62.0,33.0,16.0,10.0,11.0,15.0,313.0,355.0
2025-02-10_Tenerife 2 CH_2025-2839-378,Tenerife 2 CH,Hard,32,C,20250210,2025-2839-378,136440,,,Dominik Koepfer,L,180.0,GER,30.8,208210,,,Chris Rodesch,R,198.0,LUX,23.6,7-5 6-3,3,R16,89.0,4.0,3.0,65.0,38.0,31.0,12.0,10.0,2.0,3.0,1.0,5.0,77.0,54.0,31.0,12.0,11.0,2.0,6.0,118.0,276.0
